id,name,permalink,create_date,mrp,price,offer_price,discount,store_id,category_id,              data_source,ref_id,url,description,deal_notes,meta_title,meta_key,meta_des,brand,              size,size_unit,color,key_features,features,specifications,offers,in_stock,free_shipping,              shippingCharge,mm_average_rating,is_deal,is_coupon,start_date,end_date,coupon_code,              special_deal,upcoming_deal,show_as_banner,local_store_deal,localstore_deal_enabled,              featured,enabled,no_cashback,base_product,match_set,match_attempt,store_count,              display_order,last_update,deleted
"","Macmerise Suit up Ironman Pro Case for iPhone SE","","24-05-2017 03:18","","899","899","","","Accessories","tatacliq.com","","https://www.tatacliq.com/macmerise-suit-up-ironman-pro-case-for-iphone-se/p-mp000000000215323","The Macmerise IPCSEPMM0524 Suit Up Ironman Case protects your iPhone SE from daily wear and tear and gives easy access to all media ports. This snap-on case has a hard shell construction for durability. Its anti-slip grip prevents slippage and ensures complete safety of your smartphone. Made with advanced trans-mat thermal transfer technology, this stylish case has razor-sharp prints that exude superior colour. Hard Shell Construction. Snap on Case. Razor Sharp Color Print Technology. Anti Slip Grip","","","","Macmerise Suit up Ironman Pro Case for iPhone SE","Macmerise","",           "","Red","","{u'Product Height (cm)': u'12.36', u'Warranty Description': u'-', u'Suitable for': u'Smart phone make and model', u'Case Or Cover': u'Back Case', u'Color Family': u'Red', u'Warranty Summary': u'1 Year Manufacturer Warranty', u'Unique Thing': u'for iPhone SE', u'Product Width (cm)': u'5.86', u'Product Depth (cm)': u'0.76'}","","","","","","","","","","","","","","","","",           "","","","","","","","","",""
"","Macmerise Suit up Black Panther Pro Case for iPhone 6S","","24-05-2017 03:18","","899","899","","","Accessories","tatacliq.com","","https://www.tatacliq.com/macmerise-suit-up-black-panther-pro-case-for-iphone-6s/p-mp000000000215174","The Macmerise IPC6TPMM0506 Suit Up Black Panther Case protects your iPhone 6S from daily wear and tear and gives easy access to all media ports. This snap-on case has a hard shell construction for durability. Its anti-slip grip prevents slippage and ensures complete safety of your smartphone. Made with advanced trans-mat thermal transfer technology, this stylish case has razor-sharp prints that exude superior colour. Hard Shell Construction. Snap on Case. Razor Sharp Color Print Technology. Anti Slip Grip","","","","Macmerise Suit up Black Panther Pro Case for iPhone 6S","Macmerise","",           "","Black","","{u'Product Height (cm)': u'13.81', u'Warranty Description': u'-', u'Suitable for': u'Smart phone make and model', u'Case Or Cover': u'Back Case', u'Color Family': u'Black', u'Warranty Summary': u'1 Year Manufacturer Warranty', u'Unique Thing': u'for iPhone 6S', u'Product Width (cm)': u'6.7', u'Product Depth (cm)': u'0.71'}","","","","","","","","","","","","","","","","",           "","","","","","","","","",""
"","Macmerise Suit up Captain Pro Case for iPhone SE","","24-05-2017 03:18","","899","899","","","Accessories","tatacliq.com","","https://www.tatacliq.com/macmerise-suit-up-captain-pro-case-for-iphone-se/p-mp000000000215303","The Macmerise IPCSEPMM0512 Suit Up Captain Case protects your iPhone SE from daily wear and tear and gives easy access to all media ports. This snap-on case has a hard shell construction for durability. Its anti-slip grip prevents slippage and ensures complete safety of your smartphone. Made with advanced trans-mat thermal transfer technology, this stylish case has razor-sharp prints that exude superior colour. Hard Shell Construction. Snap on Case. Razor Sharp Color Print Technology. Anti Slip Grip","","","","Macmerise Suit up Captain Pro Case for iPhone SE","Macmerise","",           "","Blue","","{u'Product Height (cm)': u'12.36', u'Warranty Description': u'-', u'Suitable for': u'Smart phone make and model', u'Case Or Cover': u'Back Case', u'Color Family': u'Blue', u'Warranty Summary': u'1 Year Manufacturer Warranty', u'Unique Thing': u'for iPhone SE', u'Product Width (cm)': u'5.86', u'Product Depth (cm)': u'0.76'}","","","","","","","","","","","","","","","","",           "","","","","","","","","",""
"","Macmerise Suit Mark XLVI Skin for 17 Generic Laptops","","24-05-2017 03:18","","799","799","","","Computer Parts","tatacliq.com","","https://www.tatacliq.com/macmerise-suit-mark-xlvi-skin-for-17-generic-laptops/p-mp000000000214977","The Macmerise GNSL17MM0290 Suit Mark XLVI Skin for your Generic 17-inch laptop is made with patented air release technology that keeps it free from bubbles and wrinkles. Featuring a razor sharp colour print, this thin vinyl skin makes your device stand out. This easy-to-remove skin covers the back of your laptop screen completely and leaves no residue on removal. Suitable for Generic 17 Laptops. Zero residue on removal. Razor Sharp Color Print Technology. Ultra Vivid","","","","Macmerise Suit Mark XLVI Skin for 17' Generic Laptops","Macmerise","",           "","Red","","{u'Product Height (cm)': u'25.1', u'Warranty Description': u'1 Year', u'Performance Features': u'Skins are made from a patented air release technology material that eliminates air bubbles', u'Operating System': u'-', u'Color Family': u'Red', u'Warranty Summary': u'Manufacturer Warranty', u'Product Width (cm)': u'38.6', u'Product Depth (cm)': u'0', u'Additional Features': u'Bubble free application', u'Type': u'Laptop Skin'}","","","","","","","","","","","","","","","","",           "","","","","","","","","",""
"","Macmerise Captain Strokes Skin for 13 MacBook Air","","24-05-2017 03:18","","799","799","","","Computer Parts","tatacliq.com","","https://www.tatacliq.com/macmerise-captain-strokes-skin-for-13-macbook-air/p-mp000000000214959","The Macmerise MCS13AMM0182 Captain Strokes Skin for your MacBook Air 13-inch laptop is made with patented air release technology that keeps it free from bubbles and wrinkles. Featuring a razor sharp colour print, this thin vinyl skin makes your device stand out. This easy-to-remove skin covers the back of your laptop screen completely and leaves no residue on removal. Suitable for MacBook Air 13. Zero residue on removal. Razor Sharp Color Print Technology. Ultra Vivid","","","","Macmerise Captain Strokes Skin for 13' MacBook Air","Macmerise","",           "","White","","{u'Product Height (cm)': u'0', u'Warranty Description': u'1 Year', u'Performance Features': u'Skins are made from a patented air release technology material that eliminates air bubbles', u'Operating System': u'-', u'Color Family': u'White', u'Warranty Summary': u'Manufacturer Warranty', u'Product Width (cm)': u'32.5', u'Product Depth (cm)': u'22.7', u'Additional Features': u'Bubble free application', u'Type': u'Laptop Skin'}","","","","","","","","","","","","","","","","",           "","","","","","","","","",""
"","Macmerise Suit up Ironman Sublime Case for Huawei Nexus 6P","","24-05-2017 03:18","","599","499","-16%","","Accessories","tatacliq.com","","https://www.tatacliq.com/macmerise-suit-up-ironman-sublime-case-for-huawei-nexus-6p/p-mp000000000215193","The Macmerise HWC6PSMM0524 Suit Up Ironman Case protects your Huawei Nexus 6P from daily wear and tear and gives easy access to all media ports. This snap-on case has a hard shell construction for durability. Its anti-slip grip prevents slippage and ensures complete safety of your smartphone. Made with advanced trans-mat thermal transfer technology, this stylish case has razor-sharp prints that exude superior colour. Hard Shell Construction. Snap on Case. Razor Sharp Color Print Technology. Anti Slip Grip","","","","Macmerise Suit up Ironman Sublime Case for Huawei Nexus 6P","Macmerise","",           "","Red","","{u'Product Height (cm)': u'15.92', u'Warranty Description': u'-', u'Suitable for': u'Smart phone make and model', u'Case Or Cover': u'Back Case', u'Color Family': u'Red', u'Warranty Summary': u'1 Year Manufacturer Warranty', u'Unique Thing': u'for Huawei Nexus 6P', u'Product Width (cm)': u'7.77', u'Product Depth (cm)': u'0.73'}","","","","","","","","","","","","","","","","",           "","","","","","","","","",""
"","Macmerise Choose Your Side Skin for 13 Generic Laptops","","24-05-2017 03:18","","799","799","","","Computer Parts","tatacliq.com","","https://www.tatacliq.com/macmerise-choose-your-side-skin-for-13-generic-laptops/p-mp000000000215162","The Macmerise GNSL13MM0212 Choose Your Side Skin for your Generic 13-inch laptop is made with patented air release technology that keeps it free from bubbles and wrinkles. Featuring a razor sharp colour print, this thin vinyl skin makes your device stand out. This easy-to-remove skin covers the back of your laptop screen completely and leaves no residue on removal. Suitable for Generic 13 Laptops. Zero residue on removal. Razor Sharp Color Print Technology. Ultra Vivid","","","","Macmerise Choose Your Side Skin for 13' Generic Laptops","Macmerise","",           "","Red","","{u'Product Height (cm)': u'9', u'Warranty Description': u'1 Year', u'Performance Features': u'Skins are made from a patented air release technology material that eliminates air bubbles', u'Operating System': u'-', u'Color Family': u'Red', u'Warranty Summary': u'Manufacturer Warranty', u'Product Width (cm)': u'32.5', u'Product Depth (cm)': u'22.8', u'Additional Features': u'Bubble free application', u'Type': u'Laptop Skin'}","","","","","","","","","","","","","","","","",           "","","","","","","","","",""
"","Macmerise Captain Strokes Skin for 13 Generic Laptops","","24-05-2017 03:18","","799","799","","","Computer Parts","tatacliq.com","","https://www.tatacliq.com/macmerise-captain-strokes-skin-for-13-generic-laptops/p-mp000000000215160","The Macmerise GNSL13MM0182 Captain Strokes Skin for your Generic 13-inch laptop is made with patented air release technology that keeps it free from bubbles and wrinkles. Featuring a razor sharp colour print, this thin vinyl skin makes your device stand out. This easy-to-remove skin covers the back of your laptop screen completely and leaves no residue on removal. Suitable for Generic 13 Laptops. Zero residue on removal. Razor Sharp Color Print Technology. Ultra Vivid","","","","Macmerise Captain Strokes Skin for 13' Generic Laptops","Macmerise","",           "","White","","{u'Product Height (cm)': u'22.8', u'Warranty Description': u'1 Year', u'Performance Features': u'Skins are made from a patented air release technology material that eliminates air bubbles', u'Operating System': u'-', u'Color Family': u'White', u'Warranty Summary': u'Manufacturer Warranty', u'Product Width (cm)': u'32.5', u'Product Depth (cm)': u'0', u'Additional Features': u'Bubble free application', u'Type': u'Laptop Skin'}","","","","","","","","","","","","","","","","",           "","","","","","","","","",""
"","Macmerise Captains Uniform Skin for 17 MacBook Pro","","24-05-2017 03:18","","799","799","","","Computer Parts","tatacliq.com","","https://www.tatacliq.com/macmerise-captains-uniform-skin-for-17-macbook-pro/p-mp000000000215272","The Macmerise MCS17PMM0206 Captains Uniform Skin for your MacBook Pro 17-inch laptop is made with patented air release technology that keeps it free from bubbles and wrinkles. Featuring a razor sharp colour print, this thin vinyl skin makes your device stand out. This easy-to-remove skin covers the back of your laptop screen completely and leaves no residue on removal. Suitable for MacBook Pro 17. Zero residue on removal. Razor Sharp Color Print Technology. Ultra Vivid","","","","Macmerise Captains Uniform Skin for 17' MacBook Pro","Macmerise","",           "","Blue","","{u'Product Height (cm)': u'0', u'Warranty Description': u'1 Year', u'Performance Features': u'Skins are made from a patented air release technology material that eliminates air bubbles', u'Operating System': u'-', u'Color Family': u'Blue', u'Warranty Summary': u'Manufacturer Warranty', u'Product Width (cm)': u'0', u'Product Depth (cm)': u'0', u'Additional Features': u'Bubble free application', u'Type': u'Laptop Skin'}","","","","","","","","","","","","","","","","",           "","","","","","","","","",""
"","Macmerise Anchor Green Sublime Case for Redmi Note 3","","24-05-2017 03:18","","599","499","-16%","","Accessories","tatacliq.com","","https://www.tatacliq.com/macmerise-anchor-green-sublime-case-for-redmi-note-3/p-mp000000000218775","Complement your Xiaomi Redmi Note 3 with the stylish and captivating graphics of the Macmerise XACN3SMI0002 Sublime Case. This phone case uses sublimation transfer method to make the prints durable and fade-proof. It ensures a good grip and smooth feel. This hardshell polycarbonate case protects your Xiaomi Redmi Note 3 and makes it fit for daily use. Its matte finish lends an elegant look to your device. Suitable for Xiaomi Redmi Note 3. Hard Shell Polycarbonate Case. Made by Sublimation Transfer Method. Offers Solid Grip and Matte Finish","","","","Macmerise Anchor Green Sublime Case for Redmi Note 3","Macmerise","",           "","Multi","","{u'Product Height (cm)': u'15', u'Warranty Description': u'-', u'Case Or Cover': u'Back Case', u'In the Box': u'Main Unit', u'Color Family': u'Multi', u'Warranty Summary': u'-', u'Product Depth (cm)': u'0.87', u'Product Width (cm)': u'7.6', u'Unique Thing': u'Fade-Proof Print'}","","","","","","","","","","","","","","","","",           "","","","","","","","","",""
"","Macmerise Here comes the Captain Pro Case for iPhone 5/5S","","24-05-2017 03:18","","899","899","","","Accessories","tatacliq.com","","https://www.tatacliq.com/macmerise-here-comes-the-captain-pro-case-for-iphone-5-5s/p-mp000000000214845","The Macmerise IPC5SPMM0464 Here Comes the Captain Case protects your iPhone 5/5S from daily wear and tear and gives easy access to all media ports. This snap-on case has a hard shell construction for durability. Its anti-slip grip prevents slippage and ensures complete safety of your smartphone. Made with advanced trans-mat thermal transfer technology, this stylish case has razor-sharp prints that exude superior colour. Hard Shell Construction. Snap on Case. Razor Sharp Color Print Technology. Anti Slip Grip","","","","Macmerise Here comes the Captain Pro Case for iPhone 5/5S","Macmerise","",           "","Blue","","{u'Product Height (cm)': u'12.36', u'Warranty Description': u'-', u'Suitable for': u'Smart phone make and model', u'Case Or Cover': u'Back Case', u'Color Family': u'Blue', u'Warranty Summary': u'1 Year Manufacturer Warranty', u'Unique Thing': u'for iPhone 5/5S', u'Product Width (cm)': u'5.86', u'Product Depth (cm)': u'0.76'}","","","","","","","","","","","","","","","","",           "","","","","","","","","",""
"","Macmerise Suit up Captain Pro Case for iPhone 6S Plus","","24-05-2017 03:18","","899","899","","","Accessories","tatacliq.com","","https://www.tatacliq.com/macmerise-suit-up-captain-pro-case-for-iphone-6s-plus/p-mp000000000215249","The Macmerise IPC6QPMM0512 Suit Up Captain Case protects your iPhone 6S Plus from daily wear and tear and gives easy access to all media ports. This snap-on case has a hard shell construction for durability. Its anti-slip grip prevents slippage and ensures complete safety of your smartphone. Made with advanced trans-mat thermal transfer technology, this stylish case has razor-sharp prints that exude superior colour. Hard Shell Construction. Snap on Case. Razor Sharp Color Print Technology. Anti Slip Grip","","","","Macmerise Suit up Captain Pro Case for iPhone 6S Plus","Macmerise","",           "","Blue","","{u'Product Height (cm)': u'15.82', u'Warranty Description': u'-', u'Suitable for': u'Smart phone make and model', u'Case Or Cover': u'Back Case', u'Color Family': u'Blue', u'Warranty Summary': u'1 Year Manufacturer Warranty', u'Unique Thing': u'for iPhone 6S Plus', u'Product Width (cm)': u'7.79', u'Product Depth (cm)': u'0.73'}","","","","","","","","","","","","","","","","",           "","","","","","","","","",""
"","Macmerise Ironman Attack Sublime Case for HTC Desire 826","","24-05-2017 03:18","","599","499","-16%","","Accessories","tatacliq.com","","https://www.tatacliq.com/macmerise-ironman-attack-sublime-case-for-htc-desire-826/p-mp000000000215118","The Macmerise HTC26SMM0470 Ironman Attack Case protects your HTC Desire 826 from daily wear and tear and gives easy access to all media ports. This snap-on case has a hard shell construction for durability. Its anti-slip grip prevents slippage and ensures complete safety of your smartphone. Made with advanced trans-mat thermal transfer technology, this stylish case has razor-sharp prints that exude superior colour. Hard Shell Construction. Snap on Case. Razor Sharp Color Print Technology. Anti Slip Grip","","","","Macmerise Ironman Attack Sublime Case for HTC Desire 826","Macmerise","",           "","Red","","{u'Product Height (cm)': u'15.79', u'Warranty Description': u'-', u'Suitable for': u'Smart phone make and model', u'Case Or Cover': u'Back Case', u'Color Family': u'Red', u'Warranty Summary': u'1 Year Manufacturer Warranty', u'Unique Thing': u'for HTC Desire 826', u'Product Width (cm)': u'7.74', u'Product Depth (cm)': u'0.78'}","","","","","","","","","","","","","","","","",           "","","","","","","","","",""
"","Macmerise Ultimate Showdown Skin for Dell Inspiron 15 (3000)","","24-05-2017 03:18","","799","799","","","Computer Parts","tatacliq.com","","https://www.tatacliq.com/macmerise-ultimate-showdown-skin-for-dell-inspiron-15-3000/p-mp000000000215153","The Macmerise DES153MM0326 Ultimate Showdown Skin for your Dell Inspiron 15 3000 Series laptop is made with patented air release technology that keeps it free from bubbles and wrinkles. Featuring a razor sharp colour print, this thin vinyl skin makes your device stand out. This easy-to-remove skin covers the back of your laptop screen completely and leaves no residue on removal. Suitable for Dell Inspiron 15 - 3000 Series. Zero residue on removal. Razor Sharp Color Print Technology. Ultra Vivid","","","","Macmerise Ultimate Showdown Skin for Dell Inspiron 15 (3000)","Macmerise","",           "","Grey","","{u'Product Height (cm)': u'2.1', u'Warranty Description': u'1 Year', u'Performance Features': u'Skins are made from a patented air release technology material that eliminates air bubbles', u'Operating System': u'-', u'Color Family': u'Grey', u'Warranty Summary': u'Manufacturer Warranty', u'Product Width (cm)': u'38', u'Product Depth (cm)': u'0', u'Additional Features': u'Bubble free application', u'Type': u'Laptop Skin'}","","","","","","","","","","","","","","","","",           "","","","","","","","","",""
"","Amzer Hybrid Warrior Case for LG K10 (Black)","","24-05-2017 03:18","","499","399","-20%","","Accessories","tatacliq.com","","https://www.tatacliq.com/amzer-hybrid-warrior-case-for-lg-k10-black/p-mp000000000243872","The Amzer AMZ98438 Hybrid Warrior Case for LG K10 comes with an outer rubberized polycarbonate layer and interior TPU layer to offer complete protection from external damages. Its military-inspired moulded grenade design lends a sturdy and rugged look. Equipped with the dual-layer technology, this phone case offers durability. This stylish case features a collapsible stand for movie viewing and video calling. Compatible with LG K10. Molded grenade design. Dual layer technology. Interior TPU layer","","","","Amzer Hybrid Warrior Case for LG K10 (Black)","AMZER","",           "","Black","","{u'Product Height (cm)': u'14.6', u'Warranty Description': u'1 Year', u'Suitable for': u'Smart phone make and model', u'Case Or Cover': u'Back Case', u'Color Family': u'Black', u'Warranty Summary': u'Manufacturer Warranty', u'Product Width (cm)': u'7.48', u'Product Depth (cm)': u'0.88'}","","","","","","","","","","","","","","","","",           "","","","","","","","","",""
"","Amzer Dual Layer Hybrid KickStand Case for LG G5 (Black)","","24-05-2017 03:18","","999","799","-20%","","Accessories","tatacliq.com","","https://www.tatacliq.com/amzer-dual-layer-hybrid-kickstand-case-for-lg-g5-black/p-mp000000000244193","The Amzer AMZ98418 Hybrid Case with Kickstand comes with durable double layer protection to provide complete protection for your LG G5. With a perfect fit for your high-end phone, this lightweight case protects the device from external damages. Its built-in stand facilitates horizontal or vertical media viewing. This hard case offers easy access to all its ports and buttons for instant and convenient operation. Compatible with LG G5. Buttons are protected by raised silicone. Dual layer protection. Durable silicone cover","","","","Amzer Dual Layer Hybrid KickStand Case for LG G5 (Black)","AMZER","",           "","Black","","{u'Product Height (cm)': u'14.94', u'Warranty Description': u'1 Year', u'Suitable for': u'Smart phone make and model', u'Case Or Cover': u'Back Case', u'Color Family': u'Black', u'Warranty Summary': u'Manufacturer Warranty', u'Product Width (cm)': u'7.39', u'Product Depth (cm)': u'0.77'}","","","","","","","","","","","","","","","","",           "","","","","","","","","",""
"","Sony NP-FV100 Battery (Black)","","24-05-2017 03:18","","5990","5980","","","Camera","tatacliq.com","","https://www.tatacliq.com/sony-np-fv100-battery-black/p-mp000000000145204","Use the high-capacity Sony NP-FV100 Battery to keep your select Sony digital cameras fully charged. Equipped with 3900 mAh capacity, this rechargeable battery lets you shoot high-definition videos continuously. Simply use this battery to charge your digital camera and keep it ready for your on-the-go shooting requirements. 3900mAh Capacity. No memory effect. Low impedance battery design. Lithium-Ion Battery","","","","Sony NP-FV100 Battery (Black)","Sony","",           "","","","{u'Product Height (cm)': u'1.3', u'Warranty Description': u'-', u'Performance Features': u'Compatible with Sony camcorder DCR-SR15, DCRSR15, SR15', u'Capacity': u'3900 mAh', u'Weight': u'195', u'Warranty Summary': u'-', u'Product Depth (cm)': u'4.51', u'Product Width (cm)': u'3.18', u'Unique Thing': u'3900mAh Capacity'}","","","","","","","","","","","","","","","","",           "","","","","","","","","",""
"","Voltas 123 CYA 1 Ton 3 Star Split AC Copper (White)","","24-05-2017 03:18","","33090","26472","-20%","","Air Conditioner","tatacliq.com","","https://www.tatacliq.com/voltas-123-cya-1-ton-3-star-split-ac-copper-white/p-mp000000000144619","Create a comfortable environment at your home or office by regulating the temperature with the Voltas 123 CYA 1 Ton Split AC. This Split air conditioner achieves a Seasonal Energy Efficiency Ratio of 3.11. Easy-to-use and install, this model works like a breeze. Capacity : 1.0 Ton. Star Rating : 3 Star. Power Consumption : 1028 Watts. Hydrophylic Aluminium Blue Fin","","","","Voltas 123 CYA 1 Ton 3 Star Split AC Copper (White)","Voltas","",           "","White","","{u'Ratings': u'3 Star', u'Functions': u'Cooling', u'Performance Features': u'Cross Flow Air Vent', u'Capacity': u'1.0 Ton', u'In the Box': u'Main Unit, 3 m Copper Wire, Drain Pipe, User Manual, Warranty Card', u'Product Depth (cm)': u'18.5', u'Power Consumption': u'1028 W', u'Air Flow': u'295 cfm', u'Product Width (cm)': u'79.5', u'Product Height (cm)': u'28.5', u'Warranty Description': u'All installations are on chargeable basis until & unless mentioned as FREE on the website/promo', u'Energy Efficiency Ratio': u'3.11', u'Color Family': u'White', u'Warranty Summary': u'5 years (1 + 4 years extended) warranty on product', u'Compressor': u'High EER Rotary Compressor', u'Additional Features': u'Self Diagnosis, Inner Grooved Copper Tube', u'Remote Control': u'Yes', u'Unique Thing': u'Auto Restart', u'Dimensions (Outdoor Unit) (cm)': u'84x54x30', u'Weight': u'8300', u'Power Features': u'AC 230 V/50 Hz', u'Dimensions (Indoor Unit)(cm)': u'79x28x18', u'Filter Features': u'Anti Dust', u'Cooling Capacity': u'3200 W'}","","","","","","","","","","","","","","","","",           "","","","","","","","","",""
"","Amzer Pudding TPU Case for HTC Desire 825 (Black)","","24-05-2017 03:18","","599","479","-20%","","Accessories","tatacliq.com","","https://www.tatacliq.com/amzer-pudding-tpu-case-for-htc-desire-825-black/p-mp000000000244166","Protect your HTC Desire 825 from oil, corrosion and abrasions with the Amzer AMZ98361 Pudding TPU Case that is made with multiple thermoacrylics. This high-quality phone case offers a snug fit and comfortable grip. Featuring proper cut-outs, this highly elastic case allows you to charge your device without removing the cover. It can be installed and removed conveniently. Compatible with HTC Desire 825. Everyday wear and tear protection. Matte finish promotes grip ability. Fashioned from multiple thermo acrylics","","","","Amzer Pudding TPU Case for HTC Desire 825 (Black)","AMZER","",           "","Black","","{u'Product Height (cm)': u'15.69', u'Warranty Description': u'1 Year', u'Suitable for': u'Smart phone make and model', u'Case Or Cover': u'Back Case', u'Color Family': u'Black', u'Warranty Summary': u'Manufacturer Warranty', u'Product Width (cm)': u'7.69', u'Product Depth (cm)': u'0.74'}","","","","","","","","","","","","","","","","",           "","","","","","","","","",""
"","Amzer Jelly Back Case for Apple iPad 2 (Transparent White)","","24-05-2017 03:18","","999","799","-20%","","Accessories","tatacliq.com","","https://www.tatacliq.com/amzer-jelly-back-case-for-apple-ipad-2-transparent-white/p-mp000000000244168","Equipped with a double layer of silicone, the Amzer AMZ98335 Silicone Skin Jelly Case protects the corners and back of your Apple iPad 2 from accidental bumps. Its anti-dust and scratch-free properties retain the stylish and shining look of your device. Featuring proper cut-outs, this durable case offers easy access to the buttons and ports of your tablet. This easy-to-install cover offers a perfect fit. Compatible with Apple iPad 2. Made from durable premium silicone. Easy access to all the functionalities. Scratch-Free Case","","","","Amzer Jelly Back Case for Apple iPad 2 (Transparent White)","AMZER","",           "","White","","{u'Product Height (cm)': u'24', u'Warranty Description': u'1 Year', u'Case Or Cover': u'Back Case', u'Color Family': u'White', u'Warranty Summary': u'Manufacturer Warranty', u'Product Width (cm)': u'16.95', u'Product Depth (cm)': u'0.61'}","","","","","","","","","","","","","","","","",           "","","","","","","","","",""
"","Nisi Pro UV 77mm UV Lens Filter Black","","24-05-2017 03:18","","1990","1690","-15%","","Camera","tatacliq.com","","https://www.tatacliq.com/nisi-pro-uv-77mm-uv-lens-filter-black/p-mp000000000182446","The Nisi Pro Multi-coated UV Filter 77 mm is equipped with Japanese superior glass to offer smoothness on the surface. This aluminium UV filter offers the thinnest form factor. Designed with a screw thread in front of the frame, it enables you to fix the lens cap and other accessories. This environment-friendly filter comes with a ROHS compliant certification to ensure hazard-free environment. Ultra-thin double-sided multilayer coating. For Nikon Canon Sony Pentax Olympus cameras. High transmittance ultra low reflectivity. Black superfine frosted frame","","","","Nisi Pro UV 77mm UV Lens Filter Black","Nisi","",           "","","","{u'Product Height (cm)': u'0', u'Warranty Description': u'1 Year', u'Weight': u'59', u'Material': u'Aluminum alloy, optical glass', u'Warranty Summary': u'Manufacturer Warranty', u'Product Depth (cm)': u'7.7', u'Product Width (cm)': u'7.7', u'Unique Thing': u'UV Lens Filter'}","","","","","","","","","","","","","","","","",           "","","","","","","","","",""
"","Macmerise Suit Mark XLVI Skin for Dell Inspiron 15 (3000)","","24-05-2017 03:18","","799","799","","","Computer Parts","tatacliq.com","","https://www.tatacliq.com/macmerise-suit-mark-xlvi-skin-for-dell-inspiron-15-3000/p-mp000000000215150","The Macmerise DES153MM0290 Suit Mark XLVI Skin for your Dell Inspiron 15 3000 Series laptop is made with patented air release technology that keeps it free from bubbles and wrinkles. Featuring a razor sharp colour print, this thin vinyl skin makes your device stand out. This easy-to-remove skin covers the back of your laptop screen completely and leaves no residue on removal. Suitable for Dell Inspiron 15 - 3000 Series. Zero residue on removal. Razor Sharp Color Print Technology. Ultra Vivid","","","","Macmerise Suit Mark XLVI Skin for Dell Inspiron 15 (3000)","Macmerise","",           "","Red","","{u'Product Height (cm)': u'2.1', u'Warranty Description': u'1 Year', u'Performance Features': u'Skins are made from a patented air release technology material that eliminates air bubbles', u'Operating System': u'-', u'Color Family': u'Red', u'Warranty Summary': u'Manufacturer Warranty', u'Product Width (cm)': u'38', u'Product Depth (cm)': u'0', u'Additional Features': u'Bubble free application', u'Type': u'Laptop Skin'}","","","","","","","","","","","","","","","","",           "","","","","","","","","",""
"","Macmerise Artistic Eifel Sublime Case for Redmi Note 3","","24-05-2017 03:18","","599","499","-16%","","Accessories","tatacliq.com","","https://www.tatacliq.com/macmerise-artistic-eifel-sublime-case-for-redmi-note-3/p-mp000000000218779","Complement your Xiaomi Redmi Note 3 with the stylish and captivating graphics of the Macmerise XACN3SMI0122 Sublime Case. This phone case uses sublimation transfer method to make the prints durable and fade-proof. It ensures a good grip and smooth feel. This hardshell polycarbonate case protects your Xiaomi Redmi Note 3 and makes it fit for daily use. Its matte finish lends an elegant look to your device. Suitable for Xiaomi Redmi Note 3. Hard Shell Polycarbonate Case. Made by Sublimation Transfer Method. Offers Solid Grip and Matte Finish","","","","Macmerise Artistic Eifel Sublime Case for Redmi Note 3","Macmerise","",           "","Multi","","{u'Product Height (cm)': u'15', u'Warranty Description': u'-', u'Case Or Cover': u'Back Case', u'In the Box': u'Main Unit', u'Color Family': u'Multi', u'Warranty Summary': u'-', u'Product Depth (cm)': u'0.87', u'Product Width (cm)': u'7.6', u'Unique Thing': u'Fade-Proof Print'}","","","","","","","","","","","","","","","","",           "","","","","","","","","",""
"","Apple MK762HN/A iPad Mini 4 Wi-Fi Cell 128GB (Space Grey)","","24-05-2017 03:18","","49900","48400","-3%","","Tablets","tatacliq.com","","https://www.tatacliq.com/apple-mk762hn-a-ipad-mini-4-wi-fi-cell-128gb-space-grey/p-mp000000000154767","Loaded with a variety of useful and advanced features, the Apple MK762HN/A iPad Mini 4 Wi-Fi Cell 128GB is a great pick for gadget-lovers. Being great for both personal and professional use, the iPad mini is also sleek and stylish at the same time. Features such as the advanced connectivity options, improved dual cameras, great multimedia options, and so on make it a must-have for you. 2 GB RAM and 128 GB ROM. 7.9-inch capacitive touch screen, 1536 x 2048 p. 8 MP rear and 1.2 MP front camera. 5124 mAh Li-ion battery","","","","Apple MK762HN/A iPad Mini 4 Wi-Fi Cell 128GB (Space Grey)","Apple","",           "","Grey","","{u'Warranty Description': u'-', u'Performance Features': u'It uses the high-performance 1.5 GHz Dual-core Typhoon processor and Apple A8 chipset.', u'Capacity': u'128 GB', u'In the Box': u'Main unit', u'Connector': u'Lightning', u'Product Width (cm)': u'13.5', u'Camera Features': u'Back', u'Display Features': u'Retina display', u'Product Height (cm)': u'20.3', u'Front Camera Features': u'Face Detection', u'Color Family': u'Grey', u'Warranty Summary': u'12 months manufacturer warranty', u'Connectivity': u'Wi-Fi + Cellular', u'Battery life': u'Up to 9 hours', u'Sim Card': u'Nano Sim', u'Unique Thing': u'Retina display', u'Resolution': u'2048 x 1536 resolution at 326 pixels per inch (ppi)', u'Processor': u'A8 Chip with 64-bit Architecture and M8 Motion Coprocessor', u'Front Camera': u'Face Detection', u'Weight': u'304', u'Bluetooth': u'Bluetooth 4.0', u'Primary Camera': u'8 MP', u'Product Depth (cm)': u'0.6'}","","","","","","","","","","","","","","","","",           "","","","","","","","","",""
