id,name,permalink,create_date,mrp,price,offer_price,discount,store_id,category_id,              data_source,ref_id,url,description,deal_notes,meta_title,meta_key,meta_des,brand,              size,size_unit,color,key_features,features,specifications,offers,in_stock,free_shipping,              shippingCharge,mm_average_rating,is_deal,is_coupon,start_date,end_date,coupon_code,              special_deal,upcoming_deal,show_as_banner,local_store_deal,localstore_deal_enabled,              featured,enabled,no_cashback,base_product,match_set,match_attempt,store_count,              display_order,last_update,deleted
"","Karbonn Aura 4G 8GB (Coffee Champagne) 1GB RAM 4G, Dual Sim","","29-05-2017 20:38","","6290","5290","-15%","","Mobile Phones","tatacliq.com","","https://www.tatacliq.com/karbonn-aura-4g-8gb-coffee-champagne-1gb-ram-4g-dual-sim/p-mp000000001461490","Powered by a 1.3 GHz quad-core processor, 1 GB RAM and 8 GB ROM, the Karbonn Aura 4G 8GB (Coffee Champagne) lets you access multiple applications at once. It runs on Android Marshmallow V6.0 OS, which gives you access to various latest and useful applications. 1 GB RAM and 8 GB ROM(Expandable upto 32GB). Screen Size: 5 Inches, HD Display. 8 MP Rear & 5 MP Front Camera. 2150 mAh Battery","","","","Karbonn Aura 4G 8GB (Coffee Champagne) 1GB RAM 4G, Dual Sim","Karbonn","",           "","Brown","","{u'Warranty Description': u'1 Year', u'Performance Features': u'1.3 GHz Quad-Core Processor', u'Flash': u'Yes', u'In the Box': u'Mobile Phone, Charger & User Manual', u'Memory': u'-', u'Product Width (cm)': u'7.29', u'Camera Features': u'Geo-tagging', u'Display Features': u'1280x720 Pixels, HD Display', u'Product Height (cm)': u'14.1', u'Operating System': u'Android v6.0 (Marshmallow)', u'RAM': u'1 GB', u'Color Family': u'Brown', u'Warranty Summary': u'Manufacturer Warranty', u'Connectivity': u'4G', u'Screen Size (cm)': u'12.7 cm', u'Additional Features': u'Email, Google Play store, Calendar', u'Sim Size': u'GSM + GSM', u'SIM Type': u'Dual Sim', u'Video Recording': u'Yes', u'Operating Frequency': u'2G, 3G, 4G', u'Connectivity Features': u'Micro USB, 3.5mmAudiojack, Bluetooth, Wi-Fi', u'Processor': u'1.3 GHz Quad-Core Processor', u'Weight': u'138', u'Front Camera': u'5 MP', u'Primary Camera': u'8 MP', u'Product Depth (cm)': u'0.8'}","","","display: none;","0","","","","","","","","","","","","",           "","","","","","","","","",""
"","Samsung Galaxy J2 (2016) 4G Dual Sim 8 GB (Black)","","29-05-2017 20:38","","10200","8890","-12%","","Mobile Phones","tatacliq.com","","https://www.tatacliq.com/samsung-galaxy-j2-2016-4g-dual-sim-8-gb-black/p-mp000000000334435","Powered by a 1.5 Ghz quad-core processor and 1.5 GB RAM, the Samsung Galaxy J210F Smartphone, Black lets you access multiple applications without experiencing a lag. It runs on the simple and intuitive Android 6.0.1 Marshmallow OS. You can take pictures and videos with its 8 MP camera and view them on its clear 5-inch display. The 8 GB memory of this touchscreen phone can be expanded to 128 GB for hassle-free storage. 1.5 GB RAM and 8 GB ROM(Expandable upto 128 GB). 5 inch, 1280 x 720 pixels (HD Display). 8 MP Rear & 5 MP Front Camera. 2600 mAh Battery (Upto 14hrs of talktime)","","","","Samsung Galaxy J2 (2016) 4G Dual Sim 8 GB (Black)","Samsung","",           "","Black","","{u'Warranty Description': u'1 Year', u'Performance Features': u'1.5 GHz Quad-Core Processor', u'Flash': u'Yes', u'In the Box': u'Handset, Charger, Earphone and User Manual', u'Memory': u'-', u'Product Width (cm)': u'7.1', u'Camera Features': u'Geo-tagging / Touch Focus / Face Detection / HDR / Panorama', u'Display Features': u'1280 x 720 pixels HD Super AMOLDED Display', u'Product Height (cm)': u'14.24', u'Operating System': u'Android OS, v5.1.1 (Lollipop)', u'RAM': u'1.5 GB', u'Color Family': u'Black', u'Warranty Summary': u'Manufacturer Warranty', u'Connectivity': u'4G', u'Screen Size (cm)': u'12.7 cm', u'Additional Features': u'Music Player, Email, Play Store', u'Sim Size': u'Micro', u'SIM Type': u'Dual Sim', u'Video Recording': u'1280 x 720 30FPS', u'Unique Thing': u'Real 4G Experience', u'Operating Frequency': u'4G Bands:TD-LTE 2300(band 40), FD-LTE 2100(band 1)/1800(band 3)/900(band 8)/850(band 5)/800(band 20), UMTS 1900/2100/850/900 MHz, GSM 1800/1900/850/900 MHz', u'Connectivity Features': u'Wi-Fi 802.11 b/g/n, BT 4.0, USB 2.0, A-GPS+, GLONASS', u'Processor': u'1.5 GHz Quad Core', u'Weight': u'138', u'Front Camera': u'5 MP', u'Primary Camera': u'8 MP', u'Product Depth (cm)': u'0.8'}","","","display: none;","0","","","","","","","","","","","","",           "","","","","","","","","",""
"","Lava A97 4G Dual Sim 8 GB (Black/Blue)","","29-05-2017 20:38","","5949","5269","-11%","","Mobile Phones","tatacliq.com","","https://www.tatacliq.com/lava-a97-4g-dual-sim-8-gb-black-blue/p-mp000000000584721","Take the wholesome experience of enjoying sharp image and sound clarity with the Lava A97 Smartphone. It is equipped with a 1 GB RAM for efficient operation. With a battery capacity of 2350 mAh, you can stream music and games uninterruptedly for a longer time. Furthermore, this black blue smartphone features an 8 GB ROM that is expandable up to 32 GB for storing ample media files. 1 GB RAM and 8 GB ROM(Expandable upto 32GB). 5 inch, 480 x 854 pixels (FWVGA TN Display). 5 MP Rear and 5 MP Front Camera. 2350 mAh Li-Ion Battery","","","","Lava A97 4G Dual Sim 8 GB (Black/Blue)","Lava","",           "","Blue","","{u'Warranty Description': u'1 Year', u'Performance Features': u'SC9832A 1.3 GHz Quad Core Processor', u'Flash': u'Dual LED Flash', u'In the Box': u'Handset, USB Cable, User Manual, Warranty Card, Battery, Headset, Charger', u'Memory': u'-', u'Product Width (cm)': u'7.2', u'Camera Features': u'Geo-tagging, panorama', u'Display Features': u'480 x 854 pixels FWVGA TN Display', u'Product Height (cm)': u'14.5', u'Operating System': u'Android 6.0 Marshmallow', u'RAM': u'1 GB', u'Color Family': u'Blue', u'Warranty Summary': u'Brand', u'Connectivity': u'4G', u'Screen Size (cm)': u'12.7 cm', u'Additional Features': u'Gmail, Chrome, Alarm, Calendar, Email', u'Sim Size': u'-', u'SIM Type': u'Dual Sim', u'Video Recording': u'720p at 30FPS', u'Operating Frequency': u'GSM / HSPA / LTE', u'Connectivity Features': u'4G', u'Processor': u'1.3 GHz Quad Core', u'Weight': u'155', u'Front Camera': u'5 MP', u'Primary Camera': u'5 MP', u'Product Depth (cm)': u'0.92'}","","","display: none;","0","","","","","","","","","","","","",           "","","","","","","","","",""
"","iVooMi iV505 8GB (Champagne) 1GB RAM, Dual Sim 4G","","29-05-2017 20:38","","4899","4399","-10%","","Mobile Phones","tatacliq.com","","https://www.tatacliq.com/ivoomi-iv505-8gb-champagne-1gb-ram-dual-sim-4g/p-mp000000001452711","Low on pocket and high on features, this iVooMi iV505 8GB (Champagne) runs on Android Marshmallow V6.0 which takes care of latest trends in smartphones. Capture high quality photos with 5 MP camera and store all of them in its 8 GB internal memory, which can be expanded upto 128 GB. This also comes with Flash charge function, which charges 3000 mAh battery in few minutes. 1 GB RAM and 8 GB ROM(Expandable upto 128 GB). Screen Size:5 Inches, 960x540 Pixels (IPS Display). 5 MP Rear & 5 MP Front Camera. 3000 mAh Battery","","","","iVooMi iV505 8GB (Champagne) 1GB RAM, Dual Sim 4G","iVOOMi","",           "","Gold","","{u'Warranty Description': u'1 Year', u'Performance Features': u'1.2 GHz Quad-Core processor', u'Flash': u'LED Flash', u'In the Box': u'Handset, Earphone, Battery, Charger, User Manual, Warranty Card', u'Memory': u'-', u'Product Width (cm)': u'7.3', u'Camera Features': u'Autofocus', u'Display Features': u'960x540 Pixels, HD IPS Display', u'Product Height (cm)': u'14.6', u'Operating System': u'Android v6.0 (Marshmallow)', u'RAM': u'1 GB', u'Color Family': u'Gold', u'Warranty Summary': u'Manufacturer Warranty', u'Connectivity': u'4G', u'Screen Size (cm)': u'12.7 cm', u'Additional Features': u'Email, Google Play store, Calendar', u'Sim Size': u'-', u'SIM Type': u'Dual Sim', u'Video Recording': u'Yes', u'Operating Frequency': u'2G, 3G, 4G', u'Connectivity Features': u'Micro USB, 3.5mmAudiojack, Bluetooth, Wi-Fi', u'Processor': u'1.2 GHz Quad Core Processor', u'Weight': u'118', u'Front Camera': u'5 MP', u'Primary Camera': u'5 MP', u'Product Depth (cm)': u'1'}","","","display: none;","0","","","","","","","","","","","","",           "","","","","","","","","",""
"","Micromax Nitro 2 E311 Dual Sim 8GB (White)","","29-05-2017 20:38","","12249","12249","","","Mobile Phones","tatacliq.com","","https://www.tatacliq.com/micromax-nitro-2-e311-dual-sim-8-gb-white/p-mp000000000102491","Play games, browse videos or enjoy your favourite music in perfect clarity with the Micromax E311 3G Mobile Phone. This big-screen phone offers high-resolution images and HD-quality videos. Equipped with a powerful processor, this stylish smartphone makes your multitasking easy. Its rear camera with CMOs sensor allows you to capture clear picture even in low light conditions. 2 GB RAM with Expandable memory upto 32 GB. 720 x 1280 pixels Display Resolution. 13 MP Primary Camera and 5 MP Secondary Camera. Upto 9 hours talk time","","","","Micromax Nitro 2 E311 Dual Sim 8GB (White)","Micromax","",           "","White","","{u'Warranty Description': u'-', u'Performance Features': u'Octa-core 1.4 GHz Cortex-A7 Processor with Mediatek MT6592 Chipset', u'Flash': u'Dual LED Flash', u'In the Box': u'Handset, Charger, USB Cable, Earphone, User Manual and Warranty Card', u'Memory': u'2 GB', u'Product Width (cm)': u'7.21', u'Camera Features': u'Front', u'Display Features': u'IPS LCD capacitive touchscreen with 720 x 1280 pixels Display Resolution', u'Product Height (cm)': u'14.3', u'Operating System': u'android 4.4 kitkat', u'RAM': u'2 GB', u'Color Family': u'White', u'Warranty Summary': u1 Year Manufacturer's Warranty, u'Screen Size (cm)': u'12.7 cm', u'Additional Features': u'Outlook Emails, Google Search, Play Store', u'Sim Size': u'Micro', u'SIM Type': u'Dual Sim', u'Video Recording': u'720p at 30FPS', u'Unique Thing': u'Dual LED Flash', u'Operating Frequency': u'GSM - 850/900/1800/1900 MHz', u'Connectivity Features': u'Bluetooth, 3.5mm Audio Jack', u'Processor': u'1.4 GHz Cortex-A7 Octa Core', u'Weight': u'143', u'Front Camera': u'Face Detection', u'Primary Camera': u'13 MP', u'Product Depth (cm)': u'0.75'}","","","display: none;","0","","","","","","","","","","","","",           "","","","","","","","","",""
"","Samsung Galaxy J7 (2016) 4G Dual Sim 16 GB (Black)","","29-05-2017 20:38","","16990","12900","-24%","","Mobile Phones","tatacliq.com","","https://www.tatacliq.com/samsung-galaxy-j7-2016-4g-dual-sim-16-gb-black/p-mp000000000406720","You can surely opt for the SAMSUNG GALAXY J710F if you are looking for a smartphone that is not only sleek in its design but also comes packed with a wide range of features. The metal frame and diamond cut finish make this device appealing while the 5.5 inch HD sAMOLED furnishes you with stunning visuals. It comes with S bike mode which enables you to be safe while you are riding, as this feature blocks incoming calls. 2 GB RAM and 16 GB ROM (Expandable upto 128GB). Screen size: 5.5 inches, 1280x720 pixels (HD). 13 MP Rear & 5 MP Front Camera. Battery Capacity: 3300 mAh","","","","Samsung Galaxy J7 (2016) 4G Dual Sim 16 GB (Black)","Samsung","",           "","Black","","{u'Warranty Description': u'1 Year', u'Performance Features': u'This Samsung phone runs on 1.6 GHz Octa-core processor and Qualcomm MSM8952 Snapdragon 617 chipset.', u'Flash': u'LED Flash', u'In the Box': u'Handset, Charger, Battery, Hands-free Earphone, User Manual', u'Memory': u'-', u'Product Width (cm)': u'7.6', u'Camera Features': u'Autofocus', u'Display Features': u'5.5 inch Super AMOLED Display with 1280 X 720 (HD) Resolution', u'Product Height (cm)': u'15.2', u'Operating System': u'Android 6.0 Marshmallow', u'RAM': u'2 GB', u'Color Family': u'Black', u'Warranty Summary': u'Manufacturer warranty', u'Connectivity': u'4G', u'Screen Size (cm)': u'13.97 cm', u'Additional Features': u'Accelerometer, Hall Sensor, Proximity Sensor', u'Sim Size': u'Micro', u'SIM Type': u'Dual Sim', u'Video Recording': u'Full HD Recording', u'Unique Thing': u'S Bike Mode', u'Operating Frequency': u'gsm - 850 900 1800 1900/ wcdma - 2100/ 4g - lte', u'Connectivity Features': u'WiFi/ Bluetooth/ USB', u'Processor': u'Octa Core', u'Weight': u'169', u'Front Camera': u'5 MP', u'Primary Camera': u'13 MP', u'Product Depth (cm)': u'0.8'}","","","display: none;","0","","","","","","","","","","","","",           "","","","","","","","","",""
"","Oppo A57 4G Dual Sim 32 GB (Black) 3 GB RAM, Dual Sim 4G","","29-05-2017 20:38","","15990","13498","-15%","","Mobile Phones","tatacliq.com","","https://www.tatacliq.com/oppo-a57-4g-dual-sim-32-gb-black-3-gb-ram-dual-sim-4g/p-mp000000001429054","The Oppo A57 features a flagship 16MP front camera which revolutionizes the way you click selfies. With the 13MP rear camera, the A57 uses Sony s extremely light-sensitive Stacked CMOS sensor along with PDAF technology for instant clicks. Powered by a 3GB RAM and octa-core 64-bit processor, it features 32GB of onboard storage which can be expanded up to 256GB. The 5.2-inch unibody design packs a 2900 mAh battery. 3 GB RAM and 32 GB ROM(Expandable upto 256 GB). 5.2 inch, 1280 x 720 pixels (HD Display). 13 MP Rear Camera & 16 MP Front Camera. Non-removable 2900 mAh Battery","","","","Oppo A57 4G Dual Sim 32 GB (Black) 3 GB RAM, Dual Sim 4G","Oppo","",           "","Black","","{u'Warranty Description': u'1 Year', u'Performance Features': u'Powered by Qualcomm MSM8940 Octa-core processor, Adreno 505 GPU and 3 GB RAM', u'Flash': u'LED Flash', u'In the Box': u'OPPO A57, Micro USB cable, Charger, Earphones, SIM ejector tool, Documentation, Case', u'Memory': u'-', u'Product Width (cm)': u'7.2', u'Camera Features': u'f/2.0,Autofocus', u'Display Features': u'5.2 inches IPS TFT display with Gorilla Glass 4 Support for Gloved and Wet Touch Input', u'Product Height (cm)': u'14.9', u'Operating System': u'Android v6.0 (Marshmallow)', u'RAM': u'3 GB', u'Color Family': u'Black', u'Warranty Summary': u'Manufacturer Warranty', u'Connectivity': u'4G', u'Screen Size (cm)': u'13.20 cm', u'Additional Features': u'All New ColorOS 3.0 based on Android 6.0', u'Sim Size': u'Nano', u'SIM Type': u'Dual Sim', u'Video Recording': u'Yes', u'Unique Thing': u'16 MP Selfie Camera', u'Operating Frequency': u'GSM - 850, 900, 1800, 1900, WCDMA - 850, 900, 1900, 2100, 4G LTE (TDD) - Band 38/39/40/41, LTE (FDD) - Band 1/3/5/7/8', u'Connectivity Features': u'GPS, 4.1 Bluetooth,  2.4GHz 802.11 b/g/n Wi-Fi , OTG', u'Processor': u'Octa Core', u'Weight': u'147', u'Front Camera': u'16 MP', u'Primary Camera': u'13 MP', u'Product Depth (cm)': u'0.76'}","","Anniversary Special Price","display: none;","0","","","","","","","","","","","","",           "","","","","","","","","",""
"","Asus Zenfone Live 16 GB (Rose Pink) 2 GB RAM Dual SIM 4G","","29-05-2017 20:38","","10499","9999","-4%","","Mobile Phones","tatacliq.com","","https://www.tatacliq.com/asus-zenfone-live-16-gb-rose-pink-2-gb-ram-dual-sim-4g/p-mp000000001431293","The Asus Zenfone Live 16 GB (Rose Pink) is powered by a reliable 1.4GHz Qualcomm Snapdragon Quad-Core Processor and 2 GB RAM that takes care of all processing needs. Its unique new interface ZenUI presents real-time animated weather & clock widgets, Customized Themes and a Mobile Manager to optimize your mobile experience. 2 GB RAM and 16 GB ROM(Expandable upto 128GB). Screen Size:5 inches, 1280x 720 pixels. 13 MP Rear & 5 MP Front Camera. 2650 mAh Battery","","","","Asus Zenfone Live 16 GB (Rose Pink) 2 GB RAM Dual SIM 4G","Asus","",           "","Pink","","{u'Warranty Description': u'1 Year', u'Performance Features': u'1.4GHz Qualcomm Snapdragon Quad-Core Processor', u'Flash': u'LED Flash', u'In the Box': u'Main Unit, Standard USB Cable, 5.2W Adaptor, User Manual, Warranty Card', u'Memory': u'-', u'Product Width (cm)': u'7.17', u'Camera Features': u'Autofocus', u'Display Features': u'1280x 720 pixels and IPS LCD capacitive touchscreen, 16M colors', u'Product Height (cm)': u'14.12', u'Operating System': u'Android v6.0 (Marshmallow)', u'RAM': u'2 GB', u'Color Family': u'Pink', u'Warranty Summary': u'1 Year Manufacturer Warranty for Phone and 6 Months Warranty for in the Box Accessories', u'Connectivity': u'4G', u'Screen Size (cm)': u'12.7 cm', u'Additional Features': u'Email, Google Play store, Calendar', u'Sim Size': u'Nano', u'SIM Type': u'Dual Sim', u'Video Recording': u'1080p@30FPS', u'Operating Frequency': u'2G, 3G, 4G', u'Connectivity Features': u'Bluetooth, Wi-Fi, Micro USB', u'Processor': u'1.4 GHz Quad Core', u'Weight': u'120', u'Front Camera': u'5 MP', u'Primary Camera': u'13 MP', u'Product Depth (cm)': u'0.8'}","","","display: none;","0","","","","","","","","","","","","",           "","","","","","","","","",""
"","Asus ZenFone 3 Max 4G Dual Sim 32GB (Titanium Gray)","","29-05-2017 20:38","","18999","15999","-15%","","Mobile Phones","tatacliq.com","","https://www.tatacliq.com/asus-zenfone-3-max-4g-dual-sim-32gb-titanium-gray/p-mp000000000839694","The ASUS ZC553KL-4H080IN Smartphone runs on Android. It features a 16 MP camera that lets you capture high-quality images and record videos. You can store files and important data on its 32 GB memory. Furthermore, this titanium gray smartphone is powered by a reliable 1.4 GHz octa-core processor that takes care of all its processing needs. 3 GB RAM and 32 GB ROM(Expandable upto 128 GB). 5.5 inches, 1920 x 1080 pixels (FHD Display). 16 MP Rear & 8 MP Front Camera. 4100 mAh (Upto 3hrs of talktime)","","","","Asus ZenFone 3 Max 4G Dual Sim 32GB (Titanium Gray)","Asus","",           "","Grey","","{u'Warranty Description': u'1 Year', u'Performance Features': u'64-bit Qualcomm Snapdragon Octa-Core 430 1.4GHz Processor', u'Flash': u'Dual LED Flash', u'In the Box': u'ZenFone 3 Max, ASUS ZenEar with Mic, OTG Cable, Ejector Pin, USB Power Adapter, User Guide, Warranty Card', u'Memory': u'-', u'Product Width (cm)': u'7.6', u'Camera Features': u'Autofocus, Panorama', u'Display Features': u'1920 x 1080 pixels IPS FHD Display', u'Product Height (cm)': u'15.1', u'Operating System': u'Android v6.0 (Marshmallow)', u'RAM': u'3 GB', u'Color Family': u'Grey', u'Warranty Summary': u'Manufacturer Warranty', u'Connectivity': u'4G', u'Screen Size (cm)': u'13.97 cm', u'Additional Features': u'Dual microphone with noise cancellation', u'Sim Size': u'Micro and Nano', u'SIM Type': u'Dual Sim', u'Video Recording': u'HD 1080p@30FPS', u'Operating Frequency': u'GSM - 850/900/1800/1900 MHz', u'Connectivity Features': u'USB, 3.5mm Audio Jack', u'Processor': u'64-bit Octa Core Qualcomm', u'Weight': u'175', u'Front Camera': u'8 MP', u'Primary Camera': u'16 MP', u'Product Depth (cm)': u'0.83'}","","","display: none;","0","","","","","","","","","","","","",           "","","","","","","","","",""
"","Sony Xperia XA1 32 GB (White) 3 GB RAM, Dual Sim 4G","","29-05-2017 20:38","","20990","19990","-4%","","Mobile Phones","tatacliq.com","","https://www.tatacliq.com/sony-xperia-xa1-32-gb-white-3-gb-ram-dual-sim-4g/p-mp000000001377733","The Sony Xperia XA1 Smartphone runs on Android Nougat 7.0, giving you access to various interesting applications. This white smartphone features a 5-inch touchscreen display that delivers crisp and clear visuals. Moreover, its robust MediaTek Helio P20 processor enables a seamless operation. 3 GB RAM and 32 GB ROM (Expandable up to 256 GB). 5 Inch (12.7 cm) HD 720p Display. 8 MP Front and 23 MP Rear Camera. 2300 mAh Battery (Talktime up to 10 Hrs 3G)","","","","Sony Xperia XA1 32 GB (White) 3 GB RAM, Dual Sim 4G","Sony","",           "","White","","{u'Warranty Description': u'1 Year', u'Performance Features': u'MediaTek Helio P20 Octa Core 64bit (Quad core 2.3GHz + Quad core 1.6GHz) Processor', u'Flash': u'LED Flash', u'In the Box': u'Main Unit', u'Memory': u'-', u'Product Width (cm)': u'6.7', u'Camera Features': u'Geo-tagging', u'Display Features': u'HD 720p Display', u'Product Height (cm)': u'14.5', u'Operating System': u'Android v7.0 (Nougat)', u'RAM': u'3 GB', u'Color Family': u'White', u'Warranty Summary': u'Manufacturer Warranty', u'Connectivity': u'4G', u'Screen Size (cm)': u'12.7 cm', u'Additional Features': u'Corning Gorilla Glass', u'Sim Size': u'Nano', u'SIM Type': u'Dual Sim', u'Video Recording': u'Yes', u'Operating Frequency': u'2G, 3G, 4G', u'Connectivity Features': u'Wi-Fi, A-GNSS, Bluetooth, NFC, USB, Google Cast', u'Processor': u'MediaTek Helio P20 Octa Core 64 Bit', u'Weight': u'143', u'Front Camera': u'8 MP', u'Primary Camera': u'23 MP', u'Product Depth (cm)': u'0.8'}","","","display: none;","0","","","","","","","","","","","","",           "","","","","","","","","",""
"","Apple iPhone 7 128 GB (Black)","","29-05-2017 20:39","","70000","54490","-22%","","Mobile Phones","tatacliq.com","","https://www.tatacliq.com/apple-iphone-7-128-gb-black/p-mp000000000610118","The Apple iPhone 7 features a 4.7-inch Retina HD display that delivers a crisp and clear visual output. It runs on iOS 10 that takes care of all its functions. With the 128GB built-in memory, this black coloured phone lets you easily store all your multimedia files. Capture the world around you with the 12-megapixel camera with  /1.8 aperture and digital zoom of up to 5x 2 GB RAM and 128 GB Internal Memory. 4.7-inch Retina HD Display. 12 Megapixel Camera with 5x Digital Zoom. Splash, Water and Dust Resistant","","","","Apple iPhone 7 128 GB (Black)","Apple","",           "","Black","","{u'Product Height (cm)': u'13.83', u'Warranty Description': u'1 Year', u'Performance Features': u'A10 Fusion chip with 64-bit Architecture and Embedded M10 Motion Coprocessor', u'Operating System': u'iOS 10', u'Weight': u'138', u'Front Camera': u'7 MP FaceTime HD Camera', u'Resolution': u'1334 x 750 pixels', u'Flash': u'Quad-LED True Tone flash', u'In the Box': u'iPhone with iOS 10, EarPods with Lightning Connector, Lightning to 3.5mm Headphone Jack Adapter, Lightning to USB Cable, USB Power Adapter, Manual', u'Color Family': u'Black', u'Warranty Summary': u'Manufacturer Warranty', u'Connectivity': u'4G', u'Screen Size (cm)': u'11.93 cm', u'Memory': u'128 GB', u'Product Width (cm)': u'6.71', u'Product Depth (cm)': u'0.71', u'Sensors': u'Accelerometer ambient light sensor three-axis gyro sensor digital compass proximity sensor', u'Video Recording': u'1080p@60FPS', u'Sim Size': u'Nano Sim', u'Primary Camera': u'12 MP', u'Display Features': u'1334x750 pixel Resolution, Multi Touch Display with IPS Technology'}","","Anniversary Special Price","display: none;","0","","","","","","","","","","","","",           "","","","","","","","","",""
"","Micromax Canvas 6 E485 Dual Sim/4G 32 GB (Champagne)","","29-05-2017 20:39","","14999","8508","-43%","","Mobile Phones","tatacliq.com","","https://www.tatacliq.com/micromax-canvas-6-e485-dual-sim-4g-32-gb-champagne/p-mp000000000287521","Powered by a 1.3GHz Octa Core processor and 3 GB RAM, the Micromax Canvas 6 E485 Smartphone lets you access multiple applications without experiencing a lag. You can take pictures and videos with its 13 MP camera, and view them on its display. The 32 GB memory of this touchscreen phone allows you to save your data and digital files conveniently. 3 GB RAM and 32 GB ROM (Expandable upto 128GB). 5.5 inch, 1920 x 1080 pixels FHD Display. 13 MP Rear & 8 MP Front Camera. 3000mAh Battery (25 Hours Talktime)","","","","Micromax Canvas 6 E485 Dual Sim/4G 32 GB (Champagne)","Micromax","",           "","Gold","","{u'Warranty Description': u'1 Year', u'Performance Features': u'MediaTek MT6753 octa core Processor', u'Flash': u'Yes', u'In the Box': u'Mobile, Charger, Data Cable, Handsfree, User Manual', u'Memory': u'-', u'Product Width (cm)': u'0', u'Camera Features': u'Autofocus', u'Display Features': u'1920 x 1080 pixels IPS Display', u'Product Height (cm)': u'0', u'Operating System': u'Android v5.1 (Lollipop)', u'RAM': u'3 GB', u'Color Family': u'Gold', u'Warranty Summary': u'Manufacturer Warranty', u'Connectivity': u'Bluetooth v4.1', u'Screen Size (cm)': u'13.97 cm', u'Additional Features': u'Amazon kindle, App center, Skype, Opera mini', u'Sim Size': u'GSM + GSM', u'SIM Type': u'Dual Sim GSM + GSM', u'Video Recording': u'1080p@30FPS', u'Unique Thing': u'Full Metal Unibody', u'Operating Frequency': u'GSM + LTE', u'Connectivity Features': u'GPS, Bluetooth, Wi-Fi', u'Processor': u'1.3 GHz MT6753 Octa Core', u'Weight': u'148', u'Front Camera': u'8 MP', u'Primary Camera': u'13 MP', u'Product Depth (cm)': u'0'}","","Anniversary Special Price","display: none;","0","","","","","","","","","","","","",           "","","","","","","","","",""
"","Micromax Canvas 5 E481 Dual Sim 16 GB (Brown)","","29-05-2017 20:39","","14999","7699","-48%","","Mobile Phones","tatacliq.com","","https://www.tatacliq.com/micromax-canvas-5-e481-dual-sim-16-gb-brown/p-mp000000000102373","Share multimedia files or browse the web in blazing fast speed using the Micromax E481 4G Mobile Phone. This touchscreen phone with HD display provides high-resolution images with precise colour depth. Equipped with a powerful battery, this dual SIM phone offers an extended talk time and standby time. 3 GB RAM and Expandable Memory up to 64 GB. 1080 x 1920 pixels Display Resolution. 13 MP Primary and 5 MP Secondary Camera. Up to 10 Hrs. Talk time","","","","Micromax Canvas 5 E481 Dual Sim 16 GB (Brown)","Micromax","",           "","Tan","","{u'Warranty Description': u'-', u'Performance Features': u'Mediatek MT6753 Chipset and Octa-core 1.3 GHz Cortex-A53 Processor', u'Flash': u'LED Flash', u'In the Box': u'Handset, Charger, Handsfree, User Guide, USB Cable, Warranty Card, Screen Guard', u'Memory': u'-', u'Product Width (cm)': u'7.36', u'Camera Features': u'Front', u'Display Features': u'IPS LCD capacitive touchscreen with 1080 x 1920 pixels resolution', u'Product Height (cm)': u'14.8', u'Operating System': u'-', u'RAM': u'3 GB', u'Color Family': u'Tan', u'Warranty Summary': u1 Year Manufacturer's Warranty, u'Screen Size (cm)': u'13.21 cm', u'Additional Features': u'Android OS, v5.1 (Lollipop)', u'Sim Size': u'-', u'SIM Type': u'Dual Sim', u'Video Recording': u'1080p', u'Unique Thing': u'13 MP Camera', u'Operating Frequency': u'GSM', u'Connectivity Features': u'WLAN, Bluetooth, USB, GPS', u'Processor': u'-', u'Weight': u'143', u'Front Camera': u'-', u'Primary Camera': u'13 MP', u'Product Depth (cm)': u'0.85'}","","Anniversary Special Price","display: none;","0","","","","","","","","","","","","",           "","","","","","","","","",""
